quizzes, Science Multiple Choice #1
questions,1,Which is heavier, the Earth or the Sun?,multiple choice
answers,4,Cannes,False
answers,4,Marseilles,False
answers,4,Nantes,False
answers,4,Nice,False
questions,2,What did Louis Daguerre invent?,multiple choice
answers,5,The can-can dance,False
answers,5,The flying buttress,False
answers,5,Photography,False
answers,5,The submarine,False
questions,2,Which one of these countries was never a French colony?,multiple choice
answers,6,Haiti,False
answers,6,Kenya,False
answers,6,Senegal,False
answers,6,Vietnam,False
questions,2,Which of these people was never President of France?,multiple choice
answers,7,Jacques Chirac,False
answers,7,Charles de Gaulle,False
answers,7,Louis Lumière,False
answers,7,François Mitterrand,False
questions,2,What is the approximate population of France?,multiple choice
answers,8,34 million,False
answers,8,68 million,False
answers,8,102 million,False
answers,8,136 million,False
questions,2,What is the most common country of birth for French residents who were not born in France?,multiple choice
answers,9,Algeria,False
answers,9,China,False
answers,9,Germany,False
answers,9,United States,False
questions,2,What is the westernmost region on the French mainland?,multiple choice
answers,10,Brittany,False
answers,10,Normandy,False
answers,10,Occitanie,False
answers,10,Pays de la Loire,False
questions,2,About what percentage of France's electricity comes from nuclear power?,multiple choice
answers,11,0%,False
answers,11,10%,False
answers,11,30%,False
answers,11,70%,False
questions,2,Does France have territory on the continent of South America?,multiple choice
answers,12,Yes,False
answers,12,No,False
questions,2,What is Denis Diderot best known for?,multiple choice
answers,13,Editing an important encyclopedia,False
answers,13,Inventing canned food,False
answers,13,Winning battles during WWI,False
answers,13,Writing "In Search of Lost Time",False
questions,2,How many times has France won the men's FIFA World Cup?,multiple choice
answers,14,Never,False
answers,14,Once,False
answers,14,Twice,False
answers,14,Three times,False
questions,2,What peaceful period of French history lasted from 1871 to 1914?,multiple choice
answers,15,Les Années Magnifiques,False
answers,15,La Belle Époque,False
answers,15,La Bonne Journée,False
answers,15,La Durée Convenable,Falsequizzes, History: What Came First?
questions,3,The Middle Ages or the Renaissance,multiple choice
answers,1,Middle Ages,False
answers,1,Renaissance,False
questions,3,The Bible or the Quran,multiple choice
answers,2,Bible,False
answers,2,Quran,False
questions,3,Flowers or Insects,multiple choice
answers,3,Flowers,False
answers,3,Insects,False
questions,3,Julius Caesar or Alexander the Great,multiple choice
answers,4,Julius Caesar,False
answers,4,Alexander the Great,False
questions,3,The Bronze Age or the Iron Age,multiple choice
answers,5,Bronze Age,False
answers,5,Iron Age,False
questions,3,Baseball or Golf,multiple choice
answers,6,Baseball,False
answers,6,Golf,False
questions,3,The U.S. Civil War or the English Civil War,multiple choice
answers,7,U.S. Civil War,False
answers,7,English Civil War,False
questions,3,Beer Bottles or Beer Cans,multiple choice
answers,8,Bottles,False
answers,8,Cans,False
questions,3,Dickens or Shakespeare,multiple choice
answers,9,Dickens,False
answers,9,Shakespeare,False
questions,3,Louis Armstrong or Miles Davis,multiple choice
answers,10,Louis Armstrong,False
answers,10,Miles Davis,False
questions,3,Athens or Rome,multiple choice
answers,11,Athens,False
answers,11,Rome,False
questions,3,Henry VIII or Richard the Lionheart,multiple choice
answers,12,Henry VIII,False
answers,12,Richard the Lionheart,False
questions,3,Napoleon or Dynamite,multiple choice
answers,13,Napoleon,False
answers,13,Dynamite,False
questions,3,Jurassic or Triassic,multiple choice
answers,14,Jurassic,False
answers,14,Triassic,False
questions,3,Charlemagne or Genghis Khan,multiple choice
answers,15,Charlemagne,False
answers,15,Genghis Khan,False
questions,3,The Airplane or the Digital Computer,multiple choice
answers,16,Airplane,False
answers,16,Computer,False
questions,3,Christopher Columbus or Gunpowder,multiple choice
answers,17,Christopher Columbus,False
answers,17,Gunpowder,False
questions,3,Art movements: Baroque or Romanticism,multiple choice
answers,18,Baroque,False
answers,18,Romanticism,Falsequizzes, World War II - Multiple Choice
questions,2,Did the Germans ever capture Moscow?,multiple choice
answers,1,Yes,False
answers,1,No,False
questions,2,How did Hitler die?,multiple choice
answers,2,Hanged after the trials of Nuremberg,False
answers,2,Shot by the Russians,False
answers,2,Suicide,False
answers,2,No one knows,False
questions,2,Which of these countries did NOT fight in WWII?,multiple choice
answers,3,Finland,False
answers,3,Greece,False
answers,3,Ireland,False
answers,3,Italy,False
questions,2,What was the name of the American effort to build an atomic bomb?,multiple choice
answers,4,The Baltimore Project,False
answers,4,The Chicago Project,False
answers,4,The Manhattan Project,False
answers,4,The Philadelphia Project,False
questions,2,About 70 million people died as a result of WWII.  What percent of these people were from the United States?,multiple choice
answers,5,0.6%,False
answers,5,5.6%,False
answers,5,15.6%,False
answers,5,30.6%,False
questions,2,What was the role of Joseph Goebbels in the Nazi government?,multiple choice
answers,6,Head of the Air Force,False
answers,6,Head of the Navy,False
answers,6,Minister of Propaganda,False
answers,6,Minister of War Production,False
questions,2,What was the code name of the German invasion of the Soviet Union?,multiple choice
answers,7,Operation Barbarossa,False
answers,7,Operation Overlord,False
answers,7,Operation Sea Lion,False
answers,7,Operation Torch,False
questions,2,What machine did the Germans use to (unsuccessfully) encrypt their messages?,multiple choice
answers,8,Boltzmann machine,False
answers,8,Enigma machine,False
answers,8,Göring machine,False
answers,8,Haber machine,False
questions,2,What city's fall to the Japanese in 1942 caused 80,000 British and allied troops to be taken prisoner?,multiple choice
answers,9,Bangkok,False
answers,9,Mumbai,False
answers,9,Shanghai,False
answers,9,Singapore,False
questions,2,What country signed a non-aggression pact with Germany in August, 1939?,multiple choice
answers,10,Finland,False
answers,10,Soviet Union,False
answers,10,United Kingdom,False
answers,10,Yugoslavia,False
questions,2,Prior to the Nazi takeover, the German government was known as the Weimar Republic.  Who or what is Weimar?,multiple choice
answers,11,An adjective meaning "peaceful",False
answers,11,A city,False
answers,11,A person,False
answers,11,A treaty,False
questions,2,How many aircraft carriers did the Japanese destroy during their attack on Pearl Harbor?,multiple choice
answers,12,None,False
answers,12,1,False
answers,12,4,False
answers,12,10,False
questions,2,Who was the commander of Germany's Afrika Korps?,multiple choice
answers,13,Albert Kesselring,False
answers,13,Erich Ludendorff,False
answers,13,Erich von Manstein,False
answers,13,Erwin Rommel,False
questions,2,Which of the following is NOT a Winston Churchill speech?,multiple choice
answers,14,I have nothing to offer but blood, toil, tears and sweat,False
answers,14,This was their finest hour,False
answers,14,We have nothing to fear but fear itself,False
answers,14,We shall fight on the beaches,False
questions,2,When Japan surrendered in 1945, which of these cities were still under its control?,multiple choice
answers,15,Beijing,False
answers,15,Seoul,False
answers,15,Taipei,False
answers,15,All of the above,Falsequizzes, Years in History #1 - Multiple Choice
questions,3,Neil Armstrong becomes the first person to walk on the moon,multiple choice
answers,1,1969,False
answers,1,1973,False
answers,1,1977,False
answers,1,1983,False
questions,3,Columbus "discovers" America,multiple choice
answers,2,1201,False
answers,2,1492,False
answers,2,1575,False
answers,2,1699,False
questions,3,Fall of the Berlin Wall,multiple choice
answers,3,1969,False
answers,3,1979,False
answers,3,1989,False
answers,3,1999,False
questions,3,The Wright Brothers fly the first airplane,multiple choice
answers,4,1888,False
answers,4,1903,False
answers,4,1917,False
answers,4,1931,False
questions,3,World War I begins,multiple choice
answers,5,1813,False
answers,5,1873,False
answers,5,1893,False
answers,5,1914,False
questions,3,The Japanese bomb Pearl Harbor,multiple choice
answers,6,1929,False
answers,6,1939,False
answers,6,1941,False
answers,6,1945,False
questions,3,The start of the Great Depression,multiple choice
answers,7,1893,False
answers,7,1907,False
answers,7,1919,False
answers,7,1929,False
questions,3,The Spanish Armada sails to invade England but is scattered,multiple choice
answers,8,1347,False
answers,8,1490,False
answers,8,1588,False
answers,8,1702,False
questions,3,Edison patents the light bulb,multiple choice
answers,9,1879,False
answers,9,1899,False
answers,9,1909,False
answers,9,1929,False
questions,3,The Black Plague reaches Europe,multiple choice
answers,10,799,False
answers,10,1045,False
answers,10,1347,False
answers,10,1501,False
questions,3,The U.S. Declaration of Independence is signed,multiple choice
answers,11,1694,False
answers,11,1736,False
answers,11,1776,False
answers,11,1814,False
questions,3,The Gunpowder Plot: Guy Fawkes and others try to blow up the English Parliament,multiple choice
answers,12,1305,False
answers,12,1455,False
answers,12,1605,False
answers,12,1755,False
questions,3,Napoleon's final defeat at the Battle of Waterloo,multiple choice
answers,13,1701,False
answers,13,1751,False
answers,13,1815,False
answers,13,1871,False
questions,3,The Thirty Years War comes to an end with the Peace of Westphalia,multiple choice
answers,14,998,False
answers,14,1448,False
answers,14,1648,False
answers,14,1848,False
questions,3,The Protestant Reformation begins,multiple choice
answers,15,792,False
answers,15,1000,False
answers,15,1311,False
answers,15,1517,False
questions,3,The U.S. Civil War begins,multiple choice
answers,16,1831,False
answers,16,1861,False
answers,16,1791,False
answers,16,1891,False
questions,3,Constantinople falls to Turkish invaders - ending the Byzantine Empire,multiple choice
answers,17,477,False
answers,17,901,False
answers,17,1199,False
answers,17,1453,False
questions,3,King John signs the Magna Carta,multiple choice
answers,18,999,False
answers,18,1215,False
answers,18,1370,False
answers,18,1511,False
questions,3,Muhammed dies in Medina,multiple choice
answers,19,332,False
answers,19,632,False
answers,19,932,False
answers,19,1232,False
questions,3,Alexander the Great dies in Babylon,multiple choice
answers,20,979 BC,False
answers,20,323 BC,False
answers,20,11 AD,False
answers,20,380 AD,Falsequizzes, Multiple Choice General Knowledge #1
questions,4,What is the longest that an elephant has ever lived?  (That we know of),multiple choice
answers,1,17 years,False
answers,1,49 years,False
answers,1,86 years,False
answers,1,142 years,False
questions,4,How many rings are on the Olympic flag?,multiple choice
answers,2,None,False
answers,2,4,False
answers,2,5,False
answers,2,7,False
questions,4,What is a tarsier?,multiple choice
answers,3,A primate,False
answers,3,A lizard,False
answers,3,A bird,False
questions,4,How did Spider-Man get his powers?,multiple choice
answers,4,Military experiment gone awry,False
answers,4,Born with them,False
answers,4,Woke up with them after a strange dream,False
answers,4,Bitten by a radioactive spider,False
questions,4,In darts, what's the most points you can score with a single throw?,multiple choice
answers,5,20,False
answers,5,50,False
answers,5,60,False
answers,5,100,False
questions,4,Which of these animals does NOT appear in the Chinese zodiac?,multiple choice
answers,6,Bear,False
answers,6,Rabbit,False
answers,6,Dragon,False
answers,6,Dog,False
questions,4,Who are known as Brahmins?,multiple choice
answers,7,Surfers in California,False
answers,7,Members of India's highest caste,False
answers,7,It's a totally made up word,False
questions,4,How many holes are on a standard bowling ball?,multiple choice
answers,8,2,False
answers,8,3,False
answers,8,5,False
answers,8,10,False
questions,4,Would a Catholic living in the United States ever celebrate Easter in May?,multiple choice
answers,9,Yes,False
answers,9,No,False
questions,4,What are the main colors on the flag of Spain?,multiple choice
answers,10,Black and yellow,False
answers,10,Green and white,False
answers,10,Blue and white,False
answers,10,Red and yellow,False
questions,4,What is the name of this symbol: ¶,multiple choice
answers,11,Fermata,False
answers,11,Pilcrow,False
answers,11,Interrobang,False
answers,11,Biltong,False
questions,4,In the nursery rhyme, how many blackbirds were baked in a pie?,multiple choice
answers,12,4,False
answers,12,11,False
answers,12,24,False
answers,12,99,False
questions,4,What is a pomelo?,multiple choice
answers,13,An old-fashioned punching bag,False
answers,13,A breed of dog,False
answers,13,The largest citrus fruit,False
questions,4,Who killed Greedo?,multiple choice
answers,14,Hannibal Lecter,False
answers,14,Han Solo,False
answers,14,Hermione Granger,False
answers,14,Hercules,False
questions,4,Are giant pandas a type of bear?,multiple choice
answers,15,Yes,False
answers,15,No,False
questions,4,How many points is the letter X worth in English-language Scrabble?,multiple choice
answers,16,None,False
answers,16,8,False
answers,16,11,Falsequizzes, Red State or Blue State Trait?
questions,5,Higher population density,multiple choice
answers,1,Republican,False
answers,1,Democratic,False
questions,5,Higher rate of obesity,multiple choice
answers,2,Republican,False
answers,2,Democratic,False
questions,5,More COVID deaths per capita (through October 15, 2020),multiple choice
answers,3,Republican,False
answers,3,Democratic,False
questions,5,Higher unemployment,multiple choice
answers,4,Republican,False
answers,4,Democratic,False
questions,5,Higher incarceration rate,multiple choice
answers,5,Republican,False
answers,5,Democratic,False
questions,5,Happier citizens (2005–2008, source),multiple choice
answers,6,Republican,False
answers,6,Democratic,False
questions,5,Higher church attendance,multiple choice
answers,7,Republican,False
answers,7,Democratic,False
questions,5,Higher median household income,multiple choice
answers,8,Republican,False
answers,8,Democratic,False
questions,5,Higher percentage of adults with a four-year college degree,multiple choice
answers,9,Republican,False
answers,9,Democratic,False
questions,5,Higher state and local taxes as a percent of personal income,multiple choice
answers,10,Republican,False
answers,10,Democratic,False
questions,5,Higher rate of homelessness,multiple choice
answers,11,Republican,False
answers,11,Democratic,False
questions,5,More people moving in from other states than moving out,multiple choice
answers,12,Republican,False
answers,12,Democratic,False
questions,5,Higher percentage of foreign-born residents,multiple choice
answers,13,Republican,False
answers,13,Democratic,False
questions,5,Higher percentage of workforce employed in agriculture,multiple choice
answers,14,Republican,False
answers,14,Democratic,False
questions,5,Younger average age,multiple choice
answers,15,Republican,False
answers,15,Democratic,Falsequizzes, NBA Basketball Multiple Choice
questions,6,Why are the Los Angeles Lakers called the Lakers?,multiple choice
answers,1,Their first arena was on a lake,False
answers,1,Their founder was named Lake,False
answers,1,They originally came from Minnesota, the "Land of 10,000 Lakes",False
answers,1,No one knows,False
questions,6,What is depicted on the logo of the Golden State Warriors?,multiple choice
answers,2,A basketball,False
answers,2,A bridge,False
answers,2,A city skyline,False
answers,2,A spearhead,False
questions,6,Who was the shortest player to win an MVP?,multiple choice
answers,3,Allen Iverson,False
answers,3,Charles Barkley,False
answers,3,Spud Webb,False
answers,3,Steve Nash,False
questions,6,What was the "process" of 76ers general manager Sam Hinkie?,multiple choice
answers,4,Looking for players in Europe,False
answers,4,Only drafting excellent 3 point shooters,False
answers,4,Signing veteran leaders,False
answers,4,Tanking for several years in a row,False
questions,6,What is the record for the highest scoring average in a single-season, set by Wilt Chamberlain in 1961-1962?,multiple choice
answers,5,35.4 ppg,False
answers,5,44.4 ppg,False
answers,5,50.4 ppg,False
questions,6,Why did Wilt Chamberlain have his best free throw shooting percentage that season?,multiple choice
answers,6,He jumped from the free throw line and did a finger roll,False
answers,6,He saw a sports psychologist,False
answers,6,He shot his free throws granny-style,False
questions,6,About what percent of NBA players are black, as of 2015?,multiple choice
answers,7,25,False
answers,7,50,False
answers,7,75,False
answers,7,95,False
questions,6,Who won more championships, Kobe or Shaq?,multiple choice
answers,8,Kobe,False
answers,8,Shaq,False
answers,8,They are tied,False
questions,6,What country is Manu Ginóbili from?,multiple choice
answers,9,Argentina,False
answers,9,France,False
answers,9,Italy,False
answers,9,United States,False
questions,6,What is the record for most regular season wins, set by the Golden State Warriors in 2015–16?,multiple choice
answers,10,50,False
answers,10,69,False
answers,10,73,False
answers,10,82,False
questions,6,When Kevin Durant won the MVP award in 2014, he said someone else was "da real MVP".  Who was it?,multiple choice
answers,11,Barack Obama,False
answers,11,His mom,False
answers,11,Lebron James,False
answers,11,Russell Westbrook,False
questions,6,Which of the following is NOT a nickname of Vince Carter?,multiple choice
answers,12,Air Canada,False
answers,12,Half-Man, Half-Amazing,False
answers,12,Jurassic Park,False
answers,12,Vinsanity,False
questions,6,Has Steph Curry ever dunked in a game?,multiple choice
answers,13,Yes,False
answers,13,No,False
questions,6,What team used to be the Seattle Supersonics?,multiple choice
answers,14,Oklahoma City Thunder,False
answers,14,Orlando Magic,False
answers,14,Phoenix Suns,False
answers,14,San Antonio Spurs,False
questions,6,Which of the following was never a teammate of Michael Jordan?,multiple choice
answers,15,Dennis Rodman,False
answers,15,Grant Hill,False
answers,15,Steve Kerr,False
answers,15,Toni Kukoč,Falsequizzes, Multiple Choice General Knowledge #2
questions,9,Are women required by law to wear headscarves in Iran?,multiple choice
answers,1,No,False
answers,1,Yes,False
questions,9,What is taxidermy?,multiple choice
answers,2,Another word for tax evasion,False
answers,2,The art of stuffing animal remains for display,False
answers,2,Classification of species into categories,False
answers,2,The artistic trimming of hedges,False
questions,9,Where would you be most likely to see an epitaph?,multiple choice
answers,3,At the bottom of a page,False
answers,3,At a zoo,False
answers,3,On a boat,False
answers,3,On a tombstone,False
questions,9,What famous book did Marie Kondo write?,multiple choice
answers,4,Eating Cheese: Why You Should Never Do It,False
answers,4,The Amazing Art of Going to the Bathroom,False
answers,4,The Life-Changing Magic of Tidying Up,False
answers,4,The Simple Act of Making Breakfast,False
questions,9,What is the title of the rock song that starts "Jeremiah was a bullfrog"?,multiple choice
answers,5,Joy to the World,False
answers,5,Whole Lotta Love,False
answers,5,Sympathy for the Devil,False
answers,5,I Can't Go For That (No Can Do),False
questions,9,Is the original Shangri-La a real place or a fictional one?,multiple choice
answers,6,Fictional,False
answers,6,Real,False
questions,9,Who is Jamie Oliver?,multiple choice
answers,7,A former member of the boy band "One Direction",False
answers,7,An underwear model,False
answers,7,A celebrity chef,False
answers,7,A Shakespearean actor,False
questions,9,What is Times New Roman?,multiple choice
answers,8,A mathematical function,False
answers,8,A font,False
answers,8,A religious movement,False
answers,8,A newspaper,False
questions,9,Which of the following is a portmanteau?,multiple choice
answers,9,Jumbo shrimp,False
answers,9,A man, a plan, a canal. Panama!,False
answers,9,Flamingo dancing,False
answers,9,Brunch,False
questions,9,Which of these islands is furthest south?,multiple choice
answers,10,Trinidad,False
answers,10,Jamaica,False
answers,10,Cuba,False
questions,9,Which of these is furthest from the sun?,multiple choice
answers,11,Earth,False
answers,11,Asteroid belt,False
answers,11,Saturn,False
answers,11,Mercury,False
questions,9,Which of these words is spelled incorrectly?,multiple choice
answers,12,Cemetary,False
answers,12,Judgment,False
answers,12,Prerogative,False
answers,12,Mayhem,False
questions,9,Does a piano have more white keys or black keys?,multiple choice
answers,13,The same number,False
answers,13,Black keys,False
answers,13,White keys,False
questions,9,Where would you find the Spanish Steps?,multiple choice
answers,14,Madrid,False
answers,14,Rome,False
answers,14,New York City,False
answers,14,Mars,False
questions,9,Which of the following is NOT a type of cheese?,multiple choice
answers,15,Roquefort,False
answers,15,Havarti,False
answers,15,Gouda,False
answers,15,Kalamata,False
questions,9,Which of these colors is closest to chartreuse?,multiple choice
answers,16,Gray,False
answers,16,Orange,False
answers,16,Yellow green,False
answers,16,Pink,Falsequizzes, Russia Multiple Choice
questions,10,What animal is often used to symbolize Russia?,multiple choice
answers,1,Bear,False
answers,1,Beluga whale,False
answers,1,Fox,False
answers,1,Dragon,False
questions,10,What is a babushka?,multiple choice
answers,2,A ski mask,False
answers,2,An old woman,False
answers,2,A stringed instrument,False
answers,2,A Russian stacking doll,False
questions,10,Which of these countries DOESN'T border Russia?,multiple choice
answers,3,Mongolia,False
answers,3,Georgia,False
answers,3,Germany,False
answers,3,Ukraine,False
questions,10,What is a samovar?,multiple choice
answers,4,A curved sword,False
answers,4,A vessel for heating water and serving tea,False
answers,4,A fur cap with ear flaps,False
answers,4,An undershirt,False
questions,10,What was the name of the last tsar's youngest daughter?,multiple choice
answers,5,Anastasia,False
answers,5,Valentina,False
answers,5,Katarina,False
answers,5,Sasha,False
questions,10,Who was Yuri Gagarin?,multiple choice
answers,6,Stalin's illegitimate son,False
answers,6,A spy who stole nuclear secrets from the U.S.,False
answers,6,The first person to orbit the Earth,False
answers,6,The most highly-decorated soldier of WWII,False
questions,10,What notable Russian was assassinated in Mexico City in 1940?,multiple choice
answers,7,Mikhail Baryshnikov,False
answers,7,Anton Chekhov,False
answers,7,Leon Trotsky,False
answers,7,Sergei Rachmaninoff,False
questions,10,Which of these terms refers to a region of Russia?,multiple choice
answers,8,Governorate,False
answers,8,Prefecture,False
answers,8,Duchy,False
answers,8,Oblast,False
questions,10,Is Moscow on the sea?,multiple choice
answers,9,No,False
answers,9,Yes,False
questions,10,Which of these musical works is NOT by Tchaikovsky?,multiple choice
answers,10,1812 Overture,False
answers,10,The Nutcracker,False
answers,10,The Magic Flute,False
answers,10,Swan Lake,False
questions,10,Which of these bodies of water does Russia NOT touch?,multiple choice
answers,11,Caspian Sea,False
answers,11,Black Sea,False
answers,11,Baltic Sea,False
answers,11,East China Sea,False
questions,10,How is Moscow spelled in the Russian language?,multiple choice
answers,12,Mосква,False
answers,12,Шозкош,False
answers,12,Росси́я,False
answers,12,MосБіу,False
questions,10,What city was known as Stalingrad between 1925 and 1961?,multiple choice
answers,13,Volgograd,False
answers,13,St. Petersburg,False
answers,13,Moscow,False
answers,13,Novosibirsk,False
questions,10,Why did the city of Chelyabinsk briefly become famous in 2013?,multiple choice
answers,14,The first cloning of a mammal,False
answers,14,A new record for the coldest temperature on Earth,False
answers,14,A Chechen terrorist bombing,False
answers,14,A meteor explosion,False
questions,10,When was the last time Moscow was ever captured by a foreign power?,multiple choice
answers,15,By Napoleon in 1812,False
answers,15,By Ögedei Khan in 1238,False
answers,15,By Hitler in 1942,False
answers,15,Never,Falsequizzes, History: What Came First?
questions,11,The Middle Ages or the Renaissance,multiple choice
answers,1,Middle Ages,False
answers,1,Renaissance,False
questions,11,The Bible or the Quran,multiple choice
answers,2,Bible,False
answers,2,Quran,False
questions,11,Flowers or Insects,multiple choice
answers,3,Flowers,False
answers,3,Insects,False
questions,11,Julius Caesar or Alexander the Great,multiple choice
answers,4,Julius Caesar,False
answers,4,Alexander the Great,False
questions,11,The Bronze Age or the Iron Age,multiple choice
answers,5,Bronze Age,False
answers,5,Iron Age,False
questions,11,Baseball or Golf,multiple choice
answers,6,Baseball,False
answers,6,Golf,False
questions,11,The U.S. Civil War or the English Civil War,multiple choice
answers,7,U.S. Civil War,False
answers,7,English Civil War,False
questions,11,Beer Bottles or Beer Cans,multiple choice
answers,8,Bottles,False
answers,8,Cans,False
questions,11,Dickens or Shakespeare,multiple choice
answers,9,Dickens,False
answers,9,Shakespeare,False
questions,11,Louis Armstrong or Miles Davis,multiple choice
answers,10,Louis Armstrong,False
answers,10,Miles Davis,False
questions,11,Athens or Rome,multiple choice
answers,11,Athens,False
answers,11,Rome,False
questions,11,Henry VIII or Richard the Lionheart,multiple choice
answers,12,Henry VIII,False
answers,12,Richard the Lionheart,False
questions,11,Napoleon or Dynamite,multiple choice
answers,13,Napoleon,False
answers,13,Dynamite,False
questions,11,Jurassic or Triassic,multiple choice
answers,14,Jurassic,False
answers,14,Triassic,False
questions,11,Charlemagne or Genghis Khan,multiple choice
answers,15,Charlemagne,False
answers,15,Genghis Khan,False
questions,11,The Airplane or the Digital Computer,multiple choice
answers,16,Airplane,False
answers,16,Computer,False
questions,11,Christopher Columbus or Gunpowder,multiple choice
answers,17,Christopher Columbus,False
answers,17,Gunpowder,False
questions,11,Art movements: Baroque or Romanticism,multiple choice
answers,18,Baroque,False
answers,18,Romanticism,Falsequizzes, Germany Multiple Choice
questions,12,Which of these auto companies is NOT based in Germany?,multiple choice
answers,1,Volkswagen,False
answers,1,Audi,False
answers,1,Jaguar,False
answers,1,BMW,False
questions,12,What is currywurst?,multiple choice
answers,2,A potato pancake,False
answers,2,Curry stew,False
answers,2,The German term for doner kebab,False
answers,2,Pork sausage with curry ketchup,False
questions,12,In 1989, approximately what percentage of the population lived in East Germany?,multiple choice
answers,3,20,False
answers,3,80,False
answers,3,60,False
answers,3,40,False
questions,12,Which city is considered the financial capital of Germany?,multiple choice
answers,4,Berlin,False
answers,4,Hamburg,False
answers,4,Frankfurt,False
answers,4,Stuttgart,False
questions,12,What is Carl Friedrich Gauss famous for?,multiple choice
answers,5,Chemistry,False
answers,5,Mathematics,False
answers,5,Poetry,False
answers,5,Politics,False
questions,12,What is Carl von Clausewitz famous for?,multiple choice
answers,6,Automobiles,False
answers,6,Military theory,False
answers,6,Architecture,False
answers,6,Opera,False
questions,12,Which of the following characters would you NOT see in German language writing?,multiple choice
answers,7,Z,False
answers,7,ß,False
answers,7,ü,False
answers,7,ø,False
questions,12,What is the Bundestag?,multiple choice
answers,8,The parliament of Germany,False
answers,8,Germany's top soccer league,False
answers,8,A high speed railway network,False
questions,12,What does the word "Zeitgeist" mean?,multiple choice
answers,9,Bless you!,False
answers,9,Pleasure in watching other people suffer,False
answers,9,Spirit of the times,False
answers,9,An autobiographical novel,False
questions,12,Which of these cities was in East Germany?,multiple choice
answers,10,Mannheim,False
answers,10,Leipzig,False
answers,10,Hamburg,False
answers,10,Munich,False
questions,12,What was the Hanseatic League?,multiple choice
answers,11,An organization of trading cities along the North and Baltic Seas,False
answers,11,A group of scientists during the Enlightenment,False
answers,11,A religious order,False
answers,11,A mercenary army,False
questions,12,Which of these people has NOT served as chancellor of Germany?,multiple choice
answers,12,Konrad Adenauer,False
answers,12,Uwe Boll,False
answers,12,Otto von Bismarck,False
answers,12,Angela Merkel,False
questions,12,Which of these country's flags looks most similar to Germany's?,multiple choice
answers,13,South Africa,False
answers,13,Norway,False
answers,13,Belgium,False
answers,13,Australia,False
questions,12,What is Neuschwanstein?,multiple choice
answers,14,A movie,False
answers,14,A castle,False
answers,14,A dessert,False
answers,14,A city,False
questions,12,Which of the following was NOT invented or discovered in Germany?,multiple choice
answers,15,Automobiles,False
answers,15,Aspirin,False
answers,15,Tape recorders,False
answers,15,Military tanks,Falsequizzes, WWI... or WWII?
questions,13,The war started with an assassination,multiple choice
answers,1,WWI,False
answers,1,WWII,False
